"State"	"Customer Lifetime Value"	"Coverage"	"Education"	"EmploymentStatus"	"Gender"	"Income"	"Monthly Premium Auto"	"Months Since Last Claim"	"Months Since Policy Inception"	"Number of Open Complaints"	"Number of Policies"	"Policy Type"	"Total Claim Amount"	"Vehicle Class"	"Vehicle Size"
"169"	"California"	5780.182197	"Basic"	"High School or Below"	"Employed"	"M"	51066	74	23	0	0	8	"Personal Auto"	787.993313	"Four-Door Car"	"Medsize"
"170"	"California"	4639.981638	"Basic"	"Bachelor"	"Employed"	"F"	28358	117	24	37	0	1	"Personal Auto"	84.024413	"Sports Car"	"Medsize"
"171"	"Washington"	4465.335703	"Basic"	"College"	"Employed"	"F"	61846	112	1	48	0	1	"Personal Auto"	215.8182	"SUV"	"Medsize"
"172"	"Arizona"	5968.118877	"Basic"	"Bachelor"	"Employed"	"F"	90972	74	3	47	0	8	"Personal Auto"	232.926145	"Two-Door Car"	"Medsize"
"173"	"Washington"	5097.763337	"Basic"	"College"	"Unemployed"	"F"	0	74	3	95	0	7	"Personal Auto"	532.8	"Two-Door Car"	"Medsize"
"174"	"California"	4076.634665	"Basic"	"Bachelor"	"Employed"	"F"	29549	104	17	51	0	1	"Personal Auto"	710.433775	"Sports Car"	"Small"
"175"	"California"	12252.60179	"Premium"	"Bachelor"	"Unemployed"	"F"	0	115	12	17	1	2	"Personal Auto"	552	"Four-Door Car"	"Medsize"
"176"	"Oregon"	4892.435461	"Basic"	"High School or Below"	"Employed"	"M"	21709	62	28	17	0	3	"Personal Auto"	408.374746	"Four-Door Car"	"Large"
"177"	"Nevada"	9942.304791	"Extended"	"Bachelor"	"Employed"	"M"	67890	85	23	57	0	2	"Personal Auto"	408	"Four-Door Car"	"Small"
"178"	"California"	3735.838129	"Basic"	"Bachelor"	"Unemployed"	"M"	0	110	3	16	0	1	"Personal Auto"	792	"SUV"	"Medsize"
"179"	"California"	13117.52215	"Basic"	"High School or Below"	"Employed"	"F"	84311	111	11	98	4	2	"Personal Auto"	532.8	"SUV"	"Small"
"180"	"California"	4574.524094	"Basic"	"College"	"Employed"	"F"	99316	114	26	53	0	1	"Corporate Auto"	754.358929	"SUV"	"Medsize"
"181"	"Arizona"	5470.060561	"Extended"	"Bachelor"	"Employed"	"F"	54507	138	20	11	0	1	"Personal Auto"	702.990032	"SUV"	"Medsize"
"182"	"California"	2978.84601	"Extended"	"Bachelor"	"Employed"	"F"	64586	76	3	17	0	1	"Personal Auto"	206.837111	"Four-Door Car"	"Medsize"
"183"	"Oregon"	6410.967544	"Extended"	"College"	"Employed"	"M"	61709	82	5	41	2	7	"Personal Auto"	275.395894	"Four-Door Car"	"Medsize"
"184"	"California"	4479.023088	"Basic"	"Master"	"Employed"	"M"	94656	111	12	79	1	1	"Special Auto"	459.738128	"SUV"	"Medsize"
"185"	"California"	2383.731879	"Basic"	"High School or Below"	"Unemployed"	"F"	0	69	5	40	0	1	"Special Auto"	496.8	"Two-Door Car"	"Small"
"186"	"California"	2764.493659	"Basic"	"Bachelor"	"Employed"	"M"	61085	70	27	34	1	1	"Personal Auto"	336	"Two-Door Car"	"Medsize"
"187"	"Oregon"	7920.105377	"Basic"	"Bachelor"	"Employed"	"F"	89284	67	7	31	3	2	"Personal Auto"	321.6	"Two-Door Car"	"Small"
"188"	"Arizona"	6889.097981	"Basic"	"High School or Below"	"Unemployed"	"F"	0	63	6	12	0	2	"Personal Auto"	302.4	"Four-Door Car"	"Small"
"189"	"Washington"	3274.194616	"Extended"	"Bachelor"	"Employed"	"F"	31686	81	11	33	0	1	"Personal Auto"	430.994107	"Four-Door Car"	"Small"
"190"	"Oregon"	2521.555686	"Basic"	"Bachelor"	"Employed"	"M"	53703	67	3	45	2	1	"Special Auto"	67.632476	"Four-Door Car"	"Medsize"
"191"	"Washington"	23706.11337	"Extended"	"High School or Below"	"Unemployed"	"F"	0	96	12	35	1	2	"Personal Auto"	844.481918	"Two-Door Car"	"Medsize"
"192"	"California"	6047.02516	"Extended"	"College"	"Employed"	"M"	20396	76	15	60	1	4	"Personal Auto"	364.8	"Four-Door Car"	"Medsize"
"193"	"California"	11140.30248	"Premium"	"Master"	"Disabled"	"F"	27679	150	30	28	0	3	"Personal Auto"	722.486994	"SUV"	"Medsize"
"194"	"Nevada"	4334.064096	"Extended"	"Bachelor"	"Retired"	"F"	23904	123	1	67	3	1	"Personal Auto"	590.4	"SUV"	"Medsize"
"195"	"Arizona"	2799.74791	"Basic"	"High School or Below"	"Employed"	"F"	65351	69	4	54	0	1	"Corporate Auto"	481.027516	"Four-Door Car"	"Medsize"
"196"	"California"	3688.110888	"Basic"	"High School or Below"	"Unemployed"	"M"	0	63	0	54	3	7	"Personal Auto"	669.682001	"Four-Door Car"	"Medsize"
"197"	"California"	2924.976721	"Basic"	"College"	"Employed"	"F"	64459	72	16	64	0	1	"Personal Auto"	240.259479	"Four-Door Car"	"Medsize"
"198"	"California"	15014.0927	"Premium"	"College"	"Employed"	"M"	32961	190	13	53	0	3	"Corporate Auto"	912	"SUV"	"Small"
"199"	"Oregon"	9277.233839	"Basic"	"High School or Below"	"Employed"	"F"	71416	116	10	0	0	3	"Corporate Auto"	556.8	"SUV"	"Medsize"
"200"	"Washington"	6274.123875	"Extended"	"Bachelor"	"Employed"	"F"	68964	78	15	6	0	3	"Personal Auto"	115.086827	"Four-Door Car"	"Medsize"
"201"	"California"	3886.647414	"Extended"	"High School or Below"	"Employed"	"M"	78108	98	12	34	0	1	"Personal Auto"	470.4	"Two-Door Car"	"Small"
"202"	"California"	4386.277558	"Basic"	"College"	"Retired"	"M"	10621	67	28	22	0	5	"Special Auto"	321.6	"Four-Door Car"	"Medsize"
"203"	"Washington"	11365.26766	"Extended"	"College"	"Employed"	"M"	84910	95	4	69	0	2	"Corporate Auto"	383.167471	"Two-Door Car"	"Small"
"204"	"California"	5610.96434	"Basic"	"High School or Below"	"Employed"	"F"	77493	70	2	35	0	3	"Special Auto"	307.963291	"Four-Door Car"	"Medsize"
"205"	"Arizona"	2912.892035	"Basic"	"College"	"Employed"	"M"	81097	74	7	67	0	1	"Personal Auto"	355.2	"Four-Door Car"	"Small"
"206"	"Oregon"	6915.729915	"Extended"	"College"	"Employed"	"F"	96610	85	6	23	0	3	"Corporate Auto"	520.364752	"Four-Door Car"	"Large"
"207"	"Oregon"	6262.663307	"Premium"	"College"	"Employed"	"M"	30110	159	20	71	0	1	"Corporate Auto"	466.436375	"Sports Car"	"Small"
"208"	"Oregon"	6503.397049	"Extended"	"High School or Below"	"Disabled"	"F"	22081	84	1	9	0	6	"Special Auto"	451.670309	"Two-Door Car"	"Small"
"209"	"Washington"	8007.399376	"Basic"	"High School or Below"	"Unemployed"	"F"	0	112	12	93	0	3	"Personal Auto"	537.6	"Sports Car"	"Medsize"
"210"	"California"	2929.916512	"Basic"	"College"	"Employed"	"M"	98473	72	19	69	0	1	"Personal Auto"	345.6	"Four-Door Car"	"Medsize"
"211"	"Oregon"	5969.55297	"Basic"	"Bachelor"	"Employed"	"F"	97431	74	1	72	0	3	"Personal Auto"	355.2	"Four-Door Car"	"Medsize"
"212"	"California"	5473.15987	"Basic"	"Bachelor"	"Employed"	"M"	93870	69	1	96	0	8	"Personal Auto"	331.2	"Four-Door Car"	"Medsize"
"213"	"Nevada"	5645.396665	"Basic"	"High School or Below"	"Employed"	"M"	50366	72	9	5	0	9	"Personal Auto"	428.734656	"Four-Door Car"	"Small"
"214"	"Washington"	6369.262355	"Extended"	"High School or Below"	"Employed"	"M"	34498	83	30	72	0	7	"Personal Auto"	398.4	"Two-Door Car"	"Small"
"215"	"Oregon"	11833.76732	"Basic"	"College"	"Disabled"	"F"	16552	103	23	53	0	2	"Personal Auto"	494.4	"SUV"	"Small"
"216"	"Oregon"	6121.107929	"Extended"	"College"	"Employed"	"F"	26787	77	7	50	0	5	"Personal Auto"	369.6	"Four-Door Car"	"Medsize"
"217"	"Nevada"	5159.369746	"Basic"	"College"	"Unemployed"	"M"	0	74	2	42	0	9	"Personal Auto"	831.752839	"Two-Door Car"	"Medsize"
"218"	"Nevada"	2514.59196	"Basic"	"High School or Below"	"Employed"	"F"	43860	65	15	58	0	1	"Corporate Auto"	156.124914	"Four-Door Car"	"Medsize"
"219"	"Arizona"	8668.611261	"Basic"	"High School or Below"	"Employed"	"M"	21474	114	13	72	2	9	"Corporate Auto"	373.428187	"SUV"	"Small"
"220"	"California"	4960.965384	"Basic"	"Bachelor"	"Disabled"	"M"	18174	66	8	16	0	9	"Corporate Auto"	395.934815	"Four-Door Car"	"Small"
"221"	"Arizona"	5504.139033	"Basic"	"Bachelor"	"Unemployed"	"F"	0	73	18	45	0	5	"Corporate Auto"	350.4	"Four-Door Car"	"Medsize"
"222"	"Arizona"	7507.455372	"Basic"	"College"	"Employed"	"M"	60920	64	10	61	0	2	"Personal Auto"	231.201886	"Two-Door Car"	"Medsize"
"223"	"Arizona"	32269.85139	"Extended"	"High School or Below"	"Employed"	"M"	41520	90	18	70	0	2	"Personal Auto"	289.904105	"Four-Door Car"	"Medsize"
"224"	"Oregon"	5657.031588	"Premium"	"Bachelor"	"Unemployed"	"F"	0	152	12	89	0	1	"Personal Auto"	729.6	"SUV"	"Small"
"225"	"Arizona"	5061.757902	"Basic"	"High School or Below"	"Unemployed"	"M"	0	68	19	16	0	8	"Personal Auto"	326.4	"Two-Door Car"	"Medsize"
"226"	"California"	5912.783829	"Basic"	"Bachelor"	"Employed"	"M"	72208	73	3	84	0	8	"Personal Auto"	350.4	"Two-Door Car"	"Small"
"227"	"California"	15182.27975	"Basic"	"Bachelor"	"Employed"	"F"	53863	63	12	30	0	2	"Personal Auto"	105.765111	"Four-Door Car"	"Large"
"228"	"Washington"	10747.03094	"Extended"	"College"	"Employed"	"M"	66446	136	8	77	0	3	"Corporate Auto"	639.464548	"SUV"	"Large"
"229"	"Washington"	2050.623512	"Basic"	"College"	"Unemployed"	"M"	0	61	18	26	0	1	"Personal Auto"	292.8	"Four-Door Car"	"Small"
"230"	"Washington"	2465.444865	"Basic"	"Bachelor"	"Employed"	"F"	64997	63	7	99	1	1	"Personal Auto"	383.442328	"Four-Door Car"	"Small"
"231"	"Nevada"	5343.121327	"Basic"	"High School or Below"	"Employed"	"F"	64460	66	18	42	0	3	"Corporate Auto"	316.8	"Two-Door Car"	"Small"
"232"	"Arizona"	8119.829071	"Basic"	"College"	"Employed"	"F"	46618	67	22	77	0	2	"Personal Auto"	99.085943	"Four-Door Car"	"Large"
"233"	"Oregon"	4605.265164	"Basic"	"College"	"Unemployed"	"F"	0	64	13	64	0	4	"Corporate Auto"	307.2	"Four-Door Car"	"Small"
"234"	"California"	6408.785577	"Extended"	"College"	"Employed"	"M"	49988	84	6	37	5	5	"Personal Auto"	566.935022	"Two-Door Car"	"Large"
"235"	"California"	2376.533508	"Extended"	"College"	"Unemployed"	"F"	0	91	2	8	5	1	"Personal Auto"	436.8	"Two-Door Car"	"Medsize"
"236"	"California"	3211.070017	"Extended"	"Bachelor"	"Disabled"	"M"	16269	86	6	84	0	1	"Corporate Auto"	412.8	"Two-Door Car"	"Medsize"
"237"	"Arizona"	5094.522262	"Basic"	"Bachelor"	"Employed"	"F"	72006	64	4	38	0	3	"Personal Auto"	307.2	"Four-Door Car"	"Medsize"
"238"	"Arizona"	25755.27817	"Extended"	"High School or Below"	"Unemployed"	"F"	0	81	3	60	2	2	"Personal Auto"	388.8	"Four-Door Car"	"Small"
"239"	"California"	8044.73072	"Basic"	"Master"	"Employed"	"M"	44320	67	13	79	0	2	"Personal Auto"	321.6	"Four-Door Car"	"Medsize"
"240"	"Arizona"	4001.519098	"Premium"	"High School or Below"	"Retired"	"F"	19782	108	13	66	0	1	"Personal Auto"	773.470977	"Two-Door Car"	"Medsize"
"241"	"Nevada"	16706.11699	"Basic"	"Bachelor"	"Employed"	"F"	63933	70	35	98	0	2	"Personal Auto"	424.883448	"Two-Door Car"	"Medsize"
"242"	"Arizona"	8544.411077	"Basic"	"Doctor"	"Employed"	"M"	28224	109	13	13	0	8	"Personal Auto"	523.2	"SUV"	"Medsize"
"243"	"Washington"	7805.31287	"Basic"	"College"	"Retired"	"F"	21073	106	25	54	1	3	"Personal Auto"	508.8	"SUV"	"Small"
"244"	"Oregon"	6112.756868	"Extended"	"Bachelor"	"Employed"	"M"	63243	77	21	73	0	3	"Personal Auto"	364.240307	"Four-Door Car"	"Large"
"245"	"Nevada"	4772.943848	"Extended"	"High School or Below"	"Retired"	"M"	20993	133	35	90	0	1	"Personal Auto"	638.4	"SUV"	"Medsize"
"246"	"Oregon"	10979.09559	"Extended"	"Bachelor"	"Employed"	"F"	94827	135	5	64	0	4	"Personal Auto"	354.729129	"SUV"	"Medsize"
"247"	"California"	5004.263818	"Basic"	"Master"	"Employed"	"F"	39161	63	18	83	1	4	"Personal Auto"	283.995953	"Two-Door Car"	"Small"
"248"	"Washington"	13223.04379	"Extended"	"Bachelor"	"Employed"	"M"	37534	84	2	0	2	2	"Personal Auto"	403.2	"Four-Door Car"	"Medsize"
"249"	"Oregon"	2623.31543	"Basic"	"Bachelor"	"Employed"	"F"	80210	65	30	28	0	1	"Corporate Auto"	20.543176	"Four-Door Car"	"Medsize"
"250"	"California"	17840.19555	"Basic"	"Bachelor"	"Unemployed"	"M"	0	62	32	59	0	2	"Personal Auto"	385.115437	"Four-Door Car"	"Small"
"251"	"California"	5106.111827	"Basic"	"College"	"Employed"	"F"	30110	64	2	4	0	5	"Personal Auto"	140.165035	"Four-Door Car"	"Medsize"
"252"	"Arizona"	17930.60451	"Basic"	"College"	"Medical Leave"	"F"	21708	68	28	77	0	2	"Personal Auto"	326.4	"Four-Door Car"	"Medsize"
"253"	"Arizona"	5457.342569	"Basic"	"High School or Below"	"Employed"	"M"	94731	67	23	65	0	4	"Personal Auto"	321.6	"Four-Door Car"	"Medsize"
"254"	"California"	6563.644143	"Extended"	"Bachelor"	"Employed"	"M"	32375	83	17	83	0	6	"Personal Auto"	398.4	"Four-Door Car"	"Small"
"255"	"Oregon"	4812.525221	"Basic"	"College"	"Medical Leave"	"M"	16531	63	0	40	0	4	"Corporate Auto"	102.879769	"Four-Door Car"	"Medsize"
"256"	"Arizona"	29328.04185	"Extended"	"Master"	"Employed"	"F"	32006	94	28	7	0	2	"Corporate Auto"	56.868289	"Four-Door Car"	"Medsize"
"257"	"Arizona"	5773.520711	"Basic"	"Bachelor"	"Employed"	"F"	81676	72	21	86	0	8	"Personal Auto"	463.158502	"Two-Door Car"	"Small"
"258"	"California"	6847.1189	"Extended"	"College"	"Employed"	"M"	71038	86	15	56	0	3	"Corporate Auto"	205.444066	"Four-Door Car"	"Medsize"
"259"	"Arizona"	3595.31286	"Basic"	"High School or Below"	"Unemployed"	"F"	0	103	20	43	0	1	"Corporate Auto"	741.6	"Sports Car"	"Medsize"
"260"	"Nevada"	22855.61209	"Basic"	"Master"	"Medical Leave"	"F"	20832	65	8	32	0	2	"Personal Auto"	56.371967	"Two-Door Car"	"Medsize"
"261"	"Washington"	7859.414569	"Basic"	"High School or Below"	"Unemployed"	"M"	0	113	19	10	0	7	"Personal Auto"	813.6	"SUV"	"Medsize"
"262"	"Oregon"	4115.577437	"Premium"	"High School or Below"	"Employed"	"M"	52405	103	2	27	0	1	"Personal Auto"	494.4	"Four-Door Car"	"Medsize"
"263"	"Arizona"	5029.638777	"Extended"	"High School or Below"	"Unemployed"	"F"	0	133	3	89	0	1	"Personal Auto"	795.864079	"Sports Car"	"Small"
"264"	"Washington"	4821.418454	"Extended"	"Bachelor"	"Employed"	"F"	26583	128	6	46	4	1	"Personal Auto"	614.4	"SUV"	"Medsize"
"265"	"Oregon"	5004.310469	"Basic"	"Master"	"Disabled"	"M"	25486	65	15	53	0	3	"Special Auto"	72.438681	"Two-Door Car"	"Medsize"
"266"	"Arizona"	8630.053943	"Premium"	"College"	"Employed"	"M"	24065	111	30	1	0	5	"Corporate Auto"	532.8	"Four-Door Car"	"Medsize"
"267"	"Arizona"	9322.08512	"Premium"	"High School or Below"	"Employed"	"F"	70435	116	0	50	0	4	"Personal Auto"	67.881546	"Four-Door Car"	"Medsize"
"268"	"California"	16727.56063	"Extended"	"College"	"Unemployed"	"M"	0	76	33	36	2	2	"Personal Auto"	402.636829	"Two-Door Car"	"Medsize"
"269"	"Oregon"	3652.532435	"Extended"	"High School or Below"	"Employed"	"F"	39679	92	2	85	0	1	"Personal Auto"	641.388616	"Two-Door Car"	"Medsize"
"270"	"Nevada"	6158.601171	"Extended"	"College"	"Unemployed"	"M"	0	89	13	45	0	5	"Personal Auto"	342.481173	"Four-Door Car"	"Medsize"
"271"	"California"	4376.083958	"Basic"	"Bachelor"	"Unemployed"	"M"	0	69	21	70	4	3	"Personal Auto"	331.2	"Two-Door Car"	"Medsize"
"272"	"Nevada"	5569.456156	"Basic"	"High School or Below"	"Employed"	"M"	53565	71	27	34	1	6	"Personal Auto"	340.8	"Four-Door Car"	"Small"
"273"	"Washington"	2576.513006	"Basic"	"Bachelor"	"Employed"	"M"	37574	66	19	14	1	1	"Personal Auto"	412.101933	"Two-Door Car"	"Medsize"
"274"	"Washington"	8346.983233	"Premium"	"Bachelor"	"Employed"	"M"	48259	108	14	79	0	3	"Personal Auto"	73.700573	"Two-Door Car"	"Medsize"
"275"	"Arizona"	6323.923864	"Extended"	"High School or Below"	"Employed"	"F"	78532	78	25	87	0	3	"Personal Auto"	374.4	"Four-Door Car"	"Medsize"
"276"	"Arizona"	5973.14343	"Basic"	"Bachelor"	"Employed"	"F"	96163	73	23	90	0	3	"Corporate Auto"	350.4	"Four-Door Car"	"Medsize"
"277"	"California"	4706.676993	"Basic"	"Bachelor"	"Unemployed"	"M"	0	72	0	86	0	7	"Personal Auto"	345.6	"Four-Door Car"	"Medsize"
"278"	"California"	8093.410258	"Basic"	"High School or Below"	"Unemployed"	"M"	0	114	9	72	1	5	"Personal Auto"	722.024742	"Sports Car"	"Medsize"
"279"	"Washington"	5035.744643	"Basic"	"College"	"Employed"	"M"	72672	63	7	39	0	5	"Personal Auto"	259.361117	"Four-Door Car"	"Large"
"280"	"Oregon"	9027.867218	"Premium"	"Bachelor"	"Employed"	"F"	99002	112	33	75	1	8	"Personal Auto"	537.6	"Four-Door Car"	"Medsize"
"281"	"California"	7288.884849	"Extended"	"High School or Below"	"Employed"	"M"	79494	91	19	30	0	3	"Personal Auto"	396.295614	"Four-Door Car"	"Large"
"282"	"Oregon"	18042.47942	"Extended"	"Master"	"Employed"	"M"	35704	225	21	35	0	8	"Personal Auto"	358.281562	"Luxury Car"	"Medsize"
"283"	"Arizona"	4992.063043	"Basic"	"Bachelor"	"Unemployed"	"F"	0	71	6	5	0	3	"Corporate Auto"	653.388564	"Four-Door Car"	"Small"
"284"	"Oregon"	9102.267849	"Premium"	"High School or Below"	"Disabled"	"F"	26049	118	17	6	0	6	"Personal Auto"	121.032372	"Two-Door Car"	"Large"
"285"	"Arizona"	2540.407726	"Basic"	"Doctor"	"Employed"	"M"	70125	64	21	77	0	1	"Special Auto"	92.813396	"Four-Door Car"	"Medsize"
"286"	"California"	12941.89193	"Basic"	"College"	"Employed"	"M"	52369	110	34	49	1	2	"Personal Auto"	528	"SUV"	"Medsize"
"287"	"Washington"	2365.348601	"Basic"	"Bachelor"	"Unemployed"	"F"	0	66	25	51	2	1	"Special Auto"	159.636956	"Four-Door Car"	"Medsize"
"288"	"Arizona"	5720.765064	"Basic"	"College"	"Employed"	"M"	41770	72	0	60	0	9	"Personal Auto"	476.156957	"Four-Door Car"	"Small"
"289"	"Oregon"	7035.534088	"Premium"	"High School or Below"	"Unemployed"	"M"	0	101	16	88	0	8	"Corporate Auto"	727.2	"Four-Door Car"	"Medsize"
"290"	"California"	2636.97773	"Basic"	"College"	"Employed"	"M"	31911	67	33	27	0	1	"Personal Auto"	321.6	"Four-Door Car"	"Medsize"
"291"	"Nevada"	5395.831967	"Basic"	"Bachelor"	"Employed"	"M"	70051	68	15	69	0	8	"Corporate Auto"	42.078345	"Four-Door Car"	"Medsize"
"292"	"Oregon"	8382.630118	"Basic"	"High School or Below"	"Retired"	"M"	19683	117	17	41	1	9	"Personal Auto"	561.6	"Sports Car"	"Medsize"
"293"	"Washington"	31161.74523	"Basic"	"College"	"Employed"	"F"	30916	112	7	65	0	2	"Personal Auto"	200.11606	"SUV"	"Small"
"294"	"Oregon"	2887.742258	"Extended"	"Bachelor"	"Unemployed"	"F"	0	80	24	95	0	1	"Personal Auto"	676.944023	"Four-Door Car"	"Medsize"
"295"	"Washington"	8714.922135	"Basic"	"College"	"Unemployed"	"F"	0	118	14	64	0	4	"Corporate Auto"	566.4	"SUV"	"Medsize"
"296"	"California"	25585.72783	"Basic"	"Bachelor"	"Unemployed"	"M"	0	116	0	45	0	2	"Corporate Auto"	830.623064	"SUV"	"Medsize"
"297"	"Oregon"	10272.6082	"Extended"	"College"	"Employed"	"M"	60145	132	8	28	0	3	"Personal Auto"	580.473259	"SUV"	"Medsize"
"298"	"Oregon"	4376.363592	"Premium"	"Bachelor"	"Employed"	"F"	63774	111	18	63	0	1	"Personal Auto"	60.036683	"Four-Door Car"	"Medsize"
"299"	"California"	5318.89664	"Basic"	"Bachelor"	"Employed"	"F"	25134	67	3	0	0	6	"Corporate Auto"	321.6	"Four-Door Car"	"Small"
"300"	"Oregon"	4719.762191	"Basic"	"Bachelor"	"Employed"	"M"	37057	61	5	48	1	6	"Personal Auto"	47.53101	"Four-Door Car"	"Small"
"301"	"Oregon"	4428.031583	"Basic"	"High School or Below"	"Employed"	"F"	58577	110	6	62	0	1	"Personal Auto"	303.872752	"SUV"	"Medsize"
"302"	"California"	5879.176092	"Basic"	"High School or Below"	"Employed"	"M"	85857	73	3	19	0	6	"Corporate Auto"	100.620067	"Four-Door Car"	"Medsize"
"303"	"Oregon"	9416.908485	"Basic"	"Doctor"	"Employed"	"F"	70602	116	8	47	0	3	"Personal Auto"	481.339891	"SUV"	"Small"
"304"	"Oregon"	8288.155579	"Premium"	"Master"	"Employed"	"F"	33816	106	10	97	2	3	"Corporate Auto"	508.8	"Four-Door Car"	"Medsize"
"305"	"Oregon"	4719.450052	"Extended"	"College"	"Employed"	"F"	89642	121	11	20	4	1	"Corporate Auto"	86.320022	"SUV"	"Medsize"
"306"	"California"	3903.474784	"Extended"	"Bachelor"	"Employed"	"F"	60068	98	17	75	0	1	"Personal Auto"	470.4	"Two-Door Car"	"Small"
"307"	"California"	5457.259678	"Extended"	"Bachelor"	"Employed"	"F"	50044	139	16	14	0	1	"Personal Auto"	667.2	"SUV"	"Medsize"
"308"	"California"	2725.356404	"Basic"	"Master"	"Employed"	"F"	36650	69	2	70	1	1	"Personal Auto"	56.60333	"Four-Door Car"	"Large"
"309"	"Arizona"	4433.97368	"Basic"	"College"	"Employed"	"F"	50653	110	29	42	0	1	"Corporate Auto"	262.865172	"SUV"	"Small"
"310"	"Arizona"	5332.462694	"Basic"	"Doctor"	"Employed"	"F"	68931	66	32	30	0	7	"Personal Auto"	309.577946	"Four-Door Car"	"Medsize"
"311"	"Oregon"	2315.094985	"Basic"	"Bachelor"	"Unemployed"	"M"	0	73	14	39	1	1	"Corporate Auto"	350.4	"Four-Door Car"	"Medsize"
"312"	"California"	5411.953687	"Basic"	"College"	"Unemployed"	"F"	0	73	1	22	0	5	"Personal Auto"	365.364581	"Four-Door Car"	"Medsize"
"313"	"California"	9587.33234	"Extended"	"Bachelor"	"Employed"	"M"	39266	80	33	31	0	2	"Personal Auto"	384	"Four-Door Car"	"Medsize"
"314"	"California"	22103.5072	"Basic"	"College"	"Unemployed"	"M"	0	102	35	48	0	2	"Personal Auto"	489.6	"SUV"	"Medsize"
"315"	"Nevada"	9764.945308	"Extended"	"High School or Below"	"Unemployed"	"F"	0	98	24	11	1	2	"Personal Auto"	705.6	"Four-Door Car"	"Small"
"316"	"Nevada"	2567.151468	"Basic"	"Bachelor"	"Employed"	"F"	40864	65	2	75	0	1	"Corporate Auto"	9.51528	"Four-Door Car"	"Medsize"
"317"	"Oregon"	2650.622781	"Basic"	"College"	"Employed"	"F"	39035	68	15	65	0	1	"Personal Auto"	244.564334	"Four-Door Car"	"Medsize"
"318"	"California"	11264.36334	"Extended"	"Bachelor"	"Employed"	"M"	34923	98	23	82	0	2	"Personal Auto"	639.105556	"Two-Door Car"	"Medsize"
"319"	"California"	2168.523464	"Basic"	"High School or Below"	"Unemployed"	"M"	0	63	1	56	0	1	"Personal Auto"	453.6	"Four-Door Car"	"Medsize"
"320"	"California"	8610.667489	"Basic"	"High School or Below"	"Unemployed"	"F"	0	111	27	36	0	9	"Corporate Auto"	532.8	"SUV"	"Medsize"
"321"	"California"	2834.646235	"Basic"	"College"	"Employed"	"F"	24506	71	7	47	0	1	"Personal Auto"	511.2	"Two-Door Car"	"Medsize"
"322"	"Oregon"	8930.139728	"Extended"	"High School or Below"	"Unemployed"	"M"	0	82	25	63	0	2	"Personal Auto"	554.522969	"Four-Door Car"	"Medsize"
"323"	"Arizona"	5536.386959	"Basic"	"College"	"Employed"	"F"	52220	70	17	42	1	5	"Personal Auto"	336	"Four-Door Car"	"Small"
"324"	"Arizona"	2840.85429	"Basic"	"High School or Below"	"Unemployed"	"M"	0	74	17	73	0	1	"Personal Auto"	402.449823	"Two-Door Car"	"Medsize"
"325"	"California"	8082.880956	"Basic"	"College"	"Employed"	"M"	53554	67	6	5	0	2	"Personal Auto"	327.020539	"Four-Door Car"	"Large"
"326"	"California"	5254.734278	"Basic"	"Bachelor"	"Employed"	"M"	34476	67	23	49	1	3	"Corporate Auto"	5.3953	"Four-Door Car"	"Medsize"
"327"	"Arizona"	5116.237577	"Basic"	"Bachelor"	"Unemployed"	"F"	0	70	1	11	0	5	"Personal Auto"	131.401291	"Four-Door Car"	"Medsize"
"328"	"California"	3034.646997	"Extended"	"College"	"Employed"	"M"	68205	76	35	14	0	1	"Personal Auto"	99.382943	"Two-Door Car"	"Medsize"
"329"	"California"	8024.89992	"Basic"	"High School or Below"	"Unemployed"	"F"	0	119	6	48	1	8	"Personal Auto"	856.8	"SUV"	"Medsize"
"330"	"California"	18211.14319	"Premium"	"High School or Below"	"Employed"	"M"	53690	154	20	97	0	2	"Personal Auto"	739.2	"SUV"	"Small"
"331"	"Oregon"	5121.563312	"Basic"	"High School or Below"	"Unemployed"	"M"	0	72	2	22	0	5	"Personal Auto"	518.4	"Four-Door Car"	"Medsize"
"332"	"California"	2150.178588	"Basic"	"High School or Below"	"Unemployed"	"F"	0	61	28	31	0	1	"Personal Auto"	292.8	"Four-Door Car"	"Medsize"
"333"	"California"	5595.389905	"Basic"	"High School or Below"	"Employed"	"F"	74454	71	25	29	0	3	"Personal Auto"	340.8	"Four-Door Car"	"Medsize"
"334"	"Nevada"	7562.824036	"Basic"	"Bachelor"	"Unemployed"	"F"	0	73	23	91	0	2	"Personal Auto"	350.4	"Four-Door Car"	"Large"
"335"	"Oregon"	5385.853211	"Basic"	"High School or Below"	"Medical Leave"	"M"	29664	71	1	69	0	3	"Personal Auto"	340.8	"Four-Door Car"	"Medsize"
"336"	"Washington"	4718.558501	"Basic"	"Master"	"Disabled"	"M"	15680	64	20	29	0	8	"Personal Auto"	260.879903	"Four-Door Car"	"Medsize"
"337"	"Nevada"	9422.567923	"Extended"	"Bachelor"	"Employed"	"F"	47272	79	17	17	3	2	"Personal Auto"	64.546877	"Four-Door Car"	"Medsize"
